doi,satis,confirm,ideal,comp,handle,nocomp
2024-02-11,7,8,9,0,,1
2024-12-27,8,9,9,0,,1
2024-08-10,7,6,8,0,,1
26,9,9,7,1,6,
2024-07-16,8,6,7,0,,1
176,6,8,9,0,,1
2024-10-18,8,7,8,0,,1
196,8,8,8,0,,1
2024-04-20,9,9,7,1,7,
2024-11-21,7,7,8,0,,1
2024-07-21,9,7,8,0,,1
2024-02-05,6,6,6,0,,1
2024-10-27,9,9,8,0,,1
2024-10-27,5,5,8,0,,1
237,6,8,8,0,,1
285,7,7,6,0,,1
2024-12-17,8,8,8,0,,1
170,9,7,6,0,,1
164,7,9,7,0,,1
309,8,9,9,1,7,
2024-11-21,7,6,8,0,,1
334,9,9,8,0,,1
2024-11-26,8,7,7,0,,1
2024-10-11,8,7,9,0,,1
2024-03-04,8,9,8,0,,1
2024-07-13,7,7,7,0,,1
52,8,7,9,0,,1
2024-02-11,7,8,6,0,,1
53,9,8,8,0,,1
2024-05-21,8,8,9,0,,1
183,7,7,7,0,,1
126,7,9,5,0,,1
2024-03-22,7,7,10,0,,1
2024-01-29,9,7,6,0,,1
2024-09-20,7,7,6,0,,1
2024-05-17,4,2,2,1,3,
2024-09-19,7,7,6,0,,1
171,9,6,7,0,,1
2024-03-08,7,7,9,1,8,
190,8,6,6,0,,1
18,8,6,7,1,8,
249,8,7,7,0,,1
2024-04-08,8,6,8,0,,1
107,5,4,4,0,,3
2024-08-31,3,2,2,0,,3
163,8,7,7,0,,1
2024-03-30,8,5,6,0,,1
2024-11-17,6,6,5,0,,3
2024-08-30,6,5,5,0,,1
2024-09-07,8,7,8,0,,1
2024-06-08,6,5,7,0,,1
47,8,6,6,0,,1
2024-05-02,8,7,8,0,,1
107,8,7,6,0,,1
2024-06-15,6,6,7,0,,1
146,7,6,6,0,,1
2024-08-20,6,7,8,0,,1
356,8,7,7,0,,1
358,8,7,9,0,,1
354,7,6,7,0,,1
2024-11-29,7,6,7,0,,1
2024-08-28,6,6,6,0,,1
202,8,7,7,0,,1
2024-10-17,6,7,7,0,,1
2024-04-24,8,7,6,0,,1
2024-03-07,8,7,7,0,,1
351,7,8,8,0,,1
2024-04-09,8,7,8,0,,1
174,10,8,9,0,,1
209,7,8,7,0,,1
2024-06-08,6,9,9,0,,1
2024-06-18,9,6,10,0,,1
2,7,6,6,1,6,
233,9,7,8,0,,1
2024-03-06,10,8,9,0,,1
2024-12-22,7,7,8,0,,1
124,8,6,6,0,,1
284,8,6,6,0,,1
2024-11-16,7,8,6,0,,1
17,8,7,7,0,,1
221,7,6,8,0,,1
2024-11-20,6,6,7,0,,1
2024-08-18,9,9,8,0,,1
175,9,9,7,0,,1
188,6,5,5,1,6,
2024-02-19,9,7,8,0,,1
46,6,6,5,1,6,
2024-03-24,7,7,6,1,9,
2024-10-04,8,6,9,0,,1
40,9,8,8,0,,1
2024-04-13,8,8,7,0,,1
30,9,7,8,0,,1
2024-07-24,9,7,8,0,,1
2024-07-26,5,4,4,1,3,
2024-02-25,8,6,7,0,,1
21,9,7,7,0,,1
303,8,7,7,1,7,
358,8,7,6,1,7,
2024-06-02,7,6,6,0,,1
2024-02-26,8,6,6,0,,1
2024-07-06,8,7,7,0,,1
2024-02-09,8,6,8,0,,1
2024-12-27,8,7,8,0,,1
232,8,8,7,0,,1
75,8,7,9,0,,1
2024-02-15,9,7,7,0,,1
364,7,6,7,0,,1
2024-08-17,9,8,8,0,,1
51,8,6,7,0,,1
2024-10-25,7,5,6,1,7,
2024-08-30,6,5,5,0,,3
2024-11-13,7,7,6,0,,1
2024-05-12,7,5,6,0,,1
71,7,6,7,1,8,
2024-11-23,8,8,7,0,,1
327,8,10,9,1,9,
2024-10-15,7,6,6,1,7,
97,8,7,7,0,,1
2024-12-17,6,6,8,0,,1
4,9,7,7,0,,1
2024-03-02,8,7,6,0,,1
296,7,6,7,0,,1
2024-07-20,6,5,6,0,,1
2024-04-28,9,8,8,1,8,
351,8,7,8,0,,1
308,6,7,5,0,,1
121,9,7,8,0,,1
2024-02-19,7,6,7,0,,1
2024-09-01,7,6,6,0,,1
347,9,6,9,0,,1
2024-09-29,7,6,6,0,,1
2024-11-16,7,6,7,0,,1
54,7,7,7,0,,1
39,8,7,7,0,,1
33,6,5,6,0,,1
51,6,7,7,0,,1
154,8,6,7,0,,1
2024-09-09,7,8,7,0,,1
70,8,8,6,0,,1
2024-11-22,7,7,6,0,,1
323,7,7,6,0,,1
2024-10-02,6,7,7,0,,1
42,7,6,6,0,,1
2024-04-24,7,8,7,0,,1
2024-03-22,7,6,8,0,,1
2024-03-02,7,7,7,0,,1
63,9,8,9,0,,1
2024-05-15,6,6,7,0,,1
120,8,7,6,0,,1
2024-07-14,7,7,6,0,,1
2024-09-07,8,7,7,0,,1
301,7,7,6,0,,1
27,7,7,7,0,,1
328,7,8,7,0,,1
99,7,8,7,0,,1
241,8,7,7,0,,1
178,8,7,7,1,7,
166,10,10,7,0,,1
297,8,7,7,1,7,
2024-09-14,6,6,7,1,5,
32,6,6,7,1,7,
119,8,6,8,0,,1
2024-05-12,9,7,7,0,,1
2024-11-02,6,7,7,0,,1
2024-02-09,6,6,7,1,8,
7,8,7,7,0,,1
282,8,7,8,0,,1
297,7,7,7,0,,1
2024-10-02,7,6,6,0,,1
2024-04-30,8,6,8,0,,1
2024-05-20,7,6,7,0,,1
341,9,7,7,0,,1
2024-07-10,7,7,6,0,,1
296,8,7,7,0,,1
2024-06-26,10,9,9,0,,1
2024-12-28,7,6,6,0,,1
183,9,8,9,0,,1
2024-07-16,9,7,7,0,,1
71,8,8,9,0,,1
2024-05-10,5,4,4,1,3,
71,8,7,7,0,,1
2024-11-29,8,7,6,0,,1
358,8,6,9,0,,1
60,10,6,9,1,8,
2024-11-18,8,7,8,0,,1
335,7,5,5,0,,1
2024-12-11,8,6,4,0,,1
2024-12-20,9,7,8,0,,1
5,8,7,8,0,,1
2024-03-01,8,8,6,0,,1
284,8,8,7,1,8,
145,8,6,5,0,,1
2024-08-27,8,6,6,0,,1
31,8,7,7,0,,1
2024-06-17,6,5,6,0,,1
16,7,6,6,0,,1
307,7,6,6,1,8,
29,3,2,2,1,4,
2024-11-13,8,6,2,0,,1
39,7,5,7,0,,1
2024-12-04,9,8,8,1,7,
2024-04-25,8,6,8,1,7,
2024-10-18,8,7,8,0,,1
2024-01-15,8,6,8,1,7,
2024-10-22,8,7,6,0,,1
337,6,8,7,0,,1
73,5,4,3,0,,3
2024-03-23,8,8,7,0,,1
2024-07-11,7,7,6,0,,1
349,3,3,4,0,,3
76,7,7,7,0,,1
64,7,7,7,0,,1
2024-04-03,7,6,7,0,,1
2024-09-28,8,7,6,0,,1
2024-12-15,9,8,7,0,,1
200,7,7,6,0,,1
2024-11-15,8,7,6,0,,1
2024-09-24,7,7,6,0,,1
12,7,6,7,0,,1
2024-12-19,7,8,8,0,,1
271,7,6,7,0,,1
296,8,7,7,0,,1
301,7,7,6,0,,1
252,8,8,7,0,,1
360,8,7,6,0,,1
2024-11-09,9,6,9,0,,1
2024-05-03,6,7,9,0,,1
2024-02-10,9,7,7,0,,1
2024-07-14,8,6,6,0,,1
126,6,7,7,1,6,
45,6,7,6,1,7,
215,9,6,9,0,,1
209,8,7,9,0,,1
38,8,6,9,0,,1
291,8,6,6,0,,1
2024-09-03,8,5,7,0,,1
358,4,4,3,1,4,
322,9,6,9,0,,1
2024-06-23,7,8,7,0,,1
2024-09-24,9,7,7,0,,1
86,6,7,7,1,8,
357,7,8,10,0,,1
68,10,6,9,0,,1
364,6,6,7,0,,1
158,7,7,7,0,,1
2024-03-04,8,6,10,1,8,
2024-07-24,9,7,9,0,,1
106,6,6,9,0,,1
2024-10-10,6,7,7,0,,1
1,9,7,7,0,,1
2024-09-09,7,7,6,0,,1
2024-06-13,6,9,10,0,,1
65,9,6,9,0,,1
198,6,7,6,0,,1
64,8,7,7,0,,1
2024-04-01,5,4,4,1,3,
265,6,7,7,0,,1
2024-11-18,8,6,9,0,,1
85,8,10,10,0,,1
2024-07-07,6,7,7,0,,1
323,9,6,9,0,,1
319,6,7,7,1,9,
2024-09-20,9,7,9,0,,1
2024-12-23,9,7,7,1,7,
266,6,5,7,0,,1
2024-09-17,8,6,6,0,,1
2024-05-16,9,6,6,1,9,
268,8,7,6,0,,1
2024-07-20,6,7,7,0,,1
2024-07-22,9,6,9,0,,1
2024-02-18,9,6,7,0,,1
360,7,7,6,0,,1
198,6,6,9,1,6,
2024-10-02,6,6,7,0,,1
52,8,6,9,0,,1
2024-06-14,7,7,8,0,,1
303,9,6,6,0,,1
291,5,4,4,1,3,
2024-06-30,9,10,7,1,8,
2024-02-03,9,6,9,0,,1
354,7,7,7,0,,1
2024-07-28,7,5,4,0,,3
2024-12-14,7,6,9,0,,1
20,6,6,9,0,,1
151,7,7,7,0,,1
2024-11-25,6,6,7,0,,1
97,5,2,4,1,5,
2024-08-18,8,8,7,0,,1
2024-05-10,9,6,9,0,,1
327,4,3,3,1,4,
148,9,7,7,0,,1
2024-05-07,8,7,8,1,7,
2024-07-10,9,7,7,0,,1
210,8,7,8,0,,1
111,6,6,5,0,,1
2024-10-17,9,7,7,0,,1
2024-01-24,9,8,8,0,,1
2024-12-08,7,9,9,0,,1
182,8,6,7,1,7,
2024-09-05,8,7,8,0,,1
2024-11-27,7,7,8,0,,1
180,8,8,8,1,8,
275,8,7,7,0,,1
2024-04-14,9,7,7,1,7,
62,8,8,8,0,,1
364,9,8,8,0,,1
2024-06-22,7,7,6,0,,1
2024-05-18,7,6,6,1,8,
2024-06-22,6,4,6,0,,3
85,10,9,9,0,,1
273,5,4,4,1,3,
15,6,5,5,1,5,
352,7,7,7,0,,1
2024-09-14,8,7,7,0,,1
229,9,8,8,0,,1
8,9,8,8,1,8,
84,8,8,8,0,,1
32,6,6,5,0,,1
2024-10-02,9,8,8,0,,1
182,7,6,7,0,,1
2024-03-27,9,8,9,0,,1
248,6,6,8,0,,1
253,7,6,8,0,,1
2024-06-06,9,7,9,0,,1
2024-01-26,9,7,6,0,,1
2024-01-24,9,6,9,0,,1
37,7,6,8,0,,1
116,8,6,7,0,,1
107,9,8,8,0,,1
185,8,6,8,0,,1
242,7,8,7,0,,1
2024-10-18,7,6,6,0,,1
362,7,6,7,0,,1
2024-07-29,8,6,6,0,,1
2024-11-26,8,7,8,0,,1
2024-10-18,8,6,8,0,,1
2024-04-10,7,7,6,0,,1
357,10,7,9,0,,1
2024-01-25,7,7,8,0,,1
2024-05-26,7,6,8,0,,1
2024-10-21,9,7,7,0,,1
2024-10-30,8,6,6,0,,1
267,7,7,6,0,,1
2024-03-04,8,7,8,1,8,
245,9,8,6,0,,1
307,9,7,8,0,,1
2024-03-11,9,7,7,0,,1
2024-06-10,8,6,6,1,8,
2024-08-16,7,6,6,0,,1
294,9,7,8,1,8,
2024-02-27,8,7,8,0,,1
133,4,2,3,1,3,
130,8,7,8,0,,1
251,7,6,7,0,,1
2024-05-16,5,4,4,1,3,
2024-10-19,7,7,6,0,,1
2024-11-17,9,7,7,0,,1
364,8,7,6,0,,1
2024-05-08,7,6,6,0,,1
2024-10-05,8,7,6,0,,1
2024-10-03,8,7,7,0,,1
2024-07-02,7,6,8,1,7,
2024-03-27,6,7,7,0,,1
2024-09-06,7,7,6,0,,1
2024-09-13,7,6,6,0,,1
2024-06-18,7,6,7,1,8,
2024-03-18,8,7,5,1,6,
242,7,6,6,0,,1
2024-09-10,9,7,7,0,,1
171,9,6,9,0,,1
2024-04-09,7,7,8,0,,1
347,10,7,7,0,,1
345,9,7,8,0,,1
2024-11-12,8,7,8,0,,1
2024-07-02,7,6,6,0,,1
2024-11-28,6,5,5,0,,1
2024-01-18,7,6,8,0,,1
2024-07-02,8,8,6,0,,1
133,7,6,8,0,,1
2024-04-29,5,5,3,1,5,
2024-07-13,8,6,6,0,,1
2024-09-07,7,6,6,0,,1
2024-11-01,5,4,4,0,,3
43,6,5,6,0,,1
2024-02-01,8,7,6,0,,1
2024-01-28,7,6,6,0,,1
42,9,7,8,0,,1
131,8,6,7,0,,1
162,9,6,7,0,,1
55,7,6,7,1,8,
2024-06-05,7,7,7,0,,1
247,9,6,8,0,,1
37,7,7,6,0,,1
2024-06-26,9,7,8,1,8,
2024-02-12,7,6,6,0,,1
46,9,5,6,0,,1
103,7,7,6,0,,1
2024-01-14,7,7,8,0,,1
123,9,7,8,0,,1
2024-07-30,8,6,7,0,,1
2024-11-18,7,6,6,0,,1
2024-09-06,8,7,6,0,,1
2024-10-05,7,6,6,0,,1
2024-10-05,8,7,5,0,,1
2024-07-10,7,6,8,0,,1
123,7,6,5,1,7,
2024-02-11,8,7,8,0,,1
204,7,6,6,0,,1
165,6,4,5,0,,3
2024-08-02,6,5,6,0,,1
213,8,6,8,0,,1
56,8,6,8,0,,1
9,8,6,8,0,,1
2024-08-28,8,6,6,0,,1
2024-03-19,8,6,9,0,,1
35,6,5,4,0,,3
2024-11-02,8,6,6,0,,1
333,8,7,7,0,,1
2024-01-16,7,7,8,0,,1
2024-06-21,8,6,7,0,,1
2024-03-25,7,7,7,0,,1
272,8,7,8,0,,1
13,8,6,8,0,,1
343,10,9,8,0,,1
218,9,7,7,0,,1
2024-03-01,7,6,7,1,9,
10,7,6,6,1,6,
2024-08-26,8,7,7,0,,1
64,8,6,7,0,,1
338,8,7,9,0,,1
39,9,7,8,0,,1
274,7,7,5,0,,1
2024-06-11,8,7,6,0,,1
350,7,6,8,1,8,
170,10,9,9,0,,1
167,9,8,9,0,,1
324,7,6,6,0,,1
2024-01-25,7,6,7,0,,1
243,8,7,8,0,,1
2024-02-18,6,5,6,0,,1
2024-09-01,7,6,7,0,,1
2024-12-11,10,7,8,1,8,
2024-09-22,7,7,6,0,,1
2024-10-19,6,3,5,1,6,
2024-10-24,7,7,8,0,,1
247,7,5,7,0,,1
2024-12-09,8,6,6,0,,1
244,7,6,6,0,,1
194,9,7,9,1,9,
2024-08-25,9,8,7,0,,1
2024-08-29,8,7,7,0,,1
2024-05-07,7,6,6,0,,1
2024-10-04,9,7,8,0,,1
2024-10-04,7,5,6,0,,1
2024-07-06,3,3,2,1,4,
2024-04-14,8,6,8,1,7,
2024-11-23,7,6,7,0,,1
228,8,7,8,0,,1
2024-06-06,8,6,6,0,,1
2024-04-15,8,6,5,0,,1
52,7,5,5,0,,1
311,8,7,6,0,,1
2024-11-01,8,7,7,0,,1
2024-08-14,8,7,8,0,,1
215,8,7,7,0,,1
33,8,7,5,0,,1
249,8,7,6,1,7,
52,8,7,8,0,,1
2024-08-31,8,6,8,0,,1
2024-11-27,8,7,7,0,,1
2024-07-14,7,6,7,0,,1
2024-12-13,9,7,8,0,,1
2024-02-25,9,7,8,0,,1
2024-11-28,8,7,8,0,,1
2024-02-05,7,6,8,0,,1
2024-10-01,7,5,6,0,,1
170,9,8,9,0,,1
2024-01-31,7,5,6,0,,1
7,7,6,6,0,,1
308,9,8,6,1,8,
2024-03-01,8,8,8,0,,1
108,8,6,7,0,,1
359,8,8,6,0,,1
14,9,7,8,1,8,
2024-03-28,8,7,7,0,,1
28,5,2,4,1,4,
246,9,7,7,0,,1
2024-02-23,8,7,8,0,,1
255,8,7,8,0,,1
22,7,5,7,0,,1
2024-03-18,10,8,9,0,,1
318,7,6,6,0,,1
265,5,2,4,1,3,
2024-01-08,8,7,8,0,,1
2024-11-30,8,7,8,1,7,
2024-07-11,8,7,8,0,,1
2024-11-17,7,6,7,1,8,
300,6,8,7,0,,1
2024-06-22,7,8,8,1,8,
328,8,8,7,0,,1
30,7,6,7,0,,1
2024-09-16,7,6,6,0,,1
112,6,7,9,0,,1
2024-05-28,7,6,7,1,6,
38,7,7,6,1,7,
2024-04-21,9,6,9,0,,1
2024-03-20,9,8,6,0,,1
2024-02-29,7,7,6,1,7,
62,6,7,6,0,,1
134,9,7,9,0,,1
117,6,8,6,0,,1
185,9,7,9,0,,1
208,7,7,6,0,,1
119,9,6,9,0,,1
2024-12-05,7,7,8,0,,1
2024-08-29,6,6,7,0,,1
192,6,6,6,0,,1
234,6,6,9,0,,1
2024-08-19,6,6,7,0,,1
2024-03-28,9,8,10,0,,1
107,6,6,7,0,,1
2024-10-04,6,7,6,0,,1
333,9,7,9,0,,1
106,9,7,6,0,,1
2024-09-19,9,6,6,0,,1
260,7,6,6,0,,1
151,7,9,9,0,,1
340,9,8,7,0,,1
2024-06-02,9,7,9,0,,1
108,6,7,7,1,6,
85,10,6,10,0,,1
2024-04-10,8,6,7,0,,1
2024-09-03,9,6,9,0,,1
199,9,7,6,0,,1
259,8,7,8,0,,1
331,8,6,8,0,,1
2024-05-31,8,6,6,0,,1
2024-05-07,9,6,8,0,,1
2024-06-29,5,4,4,1,4,
2024-06-06,10,7,9,1,8,
2024-09-02,7,6,6,0,,1
25,9,7,8,0,,1
121,8,8,6,1,8,
166,9,8,6,0,,1
100,9,6,8,0,,1
3,8,8,7,0,,1
82,10,8,8,0,,1
35,7,7,8,0,,1
293,7,6,7,0,,1
268,9,9,8,0,,1
2024-04-05,8,7,8,0,,1
2024-02-06,8,7,8,0,,1
2024-09-17,4,3,3,0,,3
98,7,6,7,0,,1
2024-03-19,5,3,4,1,4,
94,7,6,6,0,,1
2024-08-26,8,6,8,0,,1
179,7,7,9,0,,1
2024-07-01,8,7,8,0,,1
7,7,7,6,0,,1
2024-08-06,6,6,7,0,,1
343,8,6,9,0,,1
329,8,6,8,0,,1
251,8,7,8,0,,1
2024-09-26,8,7,8,0,,1
2024-08-14,7,6,8,0,,1
326,8,7,6,0,,1
223,7,7,6,0,,1
2024-05-17,8,6,8,0,,1
2024-01-17,5,4,4,0,,3
2024-02-03,7,6,6,0,,1
120,7,6,6,0,,1
2024-05-15,9,7,9,0,,1
316,8,6,7,0,,1
82,8,5,8,0,,1
2024-07-11,9,7,6,0,,1
350,6,6,8,0,,1
81,10,6,9,0,,1
82,9,8,10,0,,1
169,10,7,8,1,8,
235,8,6,8,0,,1
2024-11-01,8,9,7,0,,1
2024-03-28,7,7,8,0,,1
254,7,5,6,1,8,
277,8,7,7,0,,1
2024-09-16,8,7,7,0,,1
2024-04-11,9,7,8,0,,1
2024-03-31,8,8,8,0,,1
151,8,7,8,0,,1
2024-04-30,9,7,8,0,,1
148,8,6,8,0,,1
14,7,6,8,1,8,
357,7,7,9,1,6,
2024-10-09,7,6,6,0,,1
2024-12-05,10,8,9,0,,1
2024-04-29,7,5,6,0,,1
309,9,7,7,0,,1
93,9,8,8,1,9,
271,9,6,8,0,,1
2024-12-12,9,8,8,0,,1
188,7,6,6,1,8,
2024-09-22,7,7,8,0,,1
34,7,6,6,0,,1
2024-04-14,8,7,7,1,9,
2024-02-24,7,7,6,0,,1
2024-11-18,8,7,7,0,,1
355,8,7,9,0,,1
77,8,7,8,0,,1
2024-02-24,9,7,7,0,,1
2024-02-09,7,6,6,0,,1
31,9,8,8,0,,1
39,8,7,8,0,,1
2024-04-13,8,7,7,0,,1
2024-02-04,6,4,5,1,5,
2024-08-16,8,7,8,1,9,
307,7,6,7,1,7,
122,8,6,7,0,,1
2024-02-24,7,5,6,0,,1
2024-09-26,7,6,8,0,,1
2024-03-30,5,3,4,1,4,
5,7,6,6,0,,1
2024-05-04,7,7,6,0,,1
239,8,6,8,0,,1
93,8,7,8,0,,1
2024-04-25,5,2,4,1,3,
296,8,6,8,0,,1
40,9,7,7,0,,1
2024-02-15,7,6,6,1,6,
102,5,2,3,1,3,
2024-01-13,9,7,7,0,,1
120,8,7,8,0,,1
201,9,9,7,0,,1
2024-10-06,6,6,7,1,7,
2024-03-02,8,6,6,0,,1
2024-07-17,6,5,6,0,,1
79,8,7,9,0,,1
2024-06-14,8,7,8,1,7,
2024-08-14,8,6,7,0,,1
267,7,7,8,0,,1
296,7,6,7,0,,1
311,7,6,7,0,,1
306,8,7,8,0,,1
230,8,6,7,0,,1
2024-08-22,9,6,8,0,,1
116,8,7,9,0,,1
2024-08-31,5,2,4,0,,2
2024-05-16,8,6,8,0,,1
319,8,6,8,0,,1
2024-03-31,5,3,5,0,,3
223,7,9,7,0,,1
116,8,6,8,0,,1
2024-10-02,6,5,6,0,,1
2024-10-28,8,7,8,0,,1
2024-11-08,8,6,7,0,,1
2024-10-21,7,6,7,0,,1
168,9,8,9,0,,1
2024-11-22,7,6,7,0,,1
29,7,6,7,0,,1
262,8,7,8,0,,1
2024-05-11,5,2,4,1,5,
232,7,6,7,0,,1
37,8,6,8,0,,1
221,8,6,6,0,,1
2024-09-21,8,8,6,0,,1
2024-10-20,9,7,8,0,,1
2024-11-03,7,6,8,0,,1
292,9,7,8,0,,1
2024-06-23,8,7,9,0,,1
361,9,9,8,0,,1
187,8,6,8,0,,1
2024-08-07,7,7,6,1,7,
168,9,7,8,0,,1
185,8,6,6,0,,1
57,8,6,8,0,,1
97,9,8,7,0,,1
311,7,7,6,0,,1
173,7,5,6,0,,3
295,7,5,5,1,6,
229,9,7,7,0,,1
257,9,7,7,0,,1
236,9,7,8,0,,1
2024-02-12,5,3,3,1,4,
233,8,5,6,0,,1
308,8,7,6,0,,1
2024-04-23,7,7,6,1,9,
2024-01-07,7,6,6,0,,1
2024-02-25,9,7,7,0,,1
2024-09-18,6,4,6,0,,1
2024-02-12,8,7,7,1,8,
2024-06-10,10,7,8,0,,1
312,7,6,6,0,,1
2024-12-15,9,6,9,0,,1
2024-03-20,8,7,6,0,,1
77,10,10,8,0,,1
2024-05-31,8,7,6,0,,1
158,7,6,7,0,,1
2024-12-05,8,8,5,0,,1
124,8,7,8,0,,1
2024-11-30,7,7,6,0,,1
203,7,5,6,0,,1
14,8,7,8,1,7,
192,7,6,7,0,,1
2024-07-06,9,8,6,0,,1
359,7,5,6,1,7,
142,7,6,6,0,,1
2024-12-29,9,7,6,0,,1
293,8,7,8,0,,1
10,6,5,6,1,6,
2024-09-27,7,7,6,0,,1
223,8,6,7,0,,1
307,8,7,7,0,,1
134,9,7,8,0,,1
2024-04-26,8,6,6,0,,1
2024-06-26,9,6,8,0,,1
2024-06-24,7,6,8,0,,1
342,9,7,9,0,,1
90,9,7,7,0,,1
2024-06-03,8,8,8,0,,1
137,7,8,7,0,,1
2024-08-10,8,6,8,0,,1
333,3,3,2,1,4,
272,7,6,7,0,,1
363,8,6,8,0,,1
266,7,6,8,0,,1
244,6,6,8,1,7,
56,8,6,8,0,,1
279,7,6,7,0,,1
2024-05-13,8,6,7,0,,1
2024-07-10,8,6,8,0,,1
2024-07-14,9,7,8,0,,1
34,9,7,8,0,,1
2024-11-13,8,7,8,0,,1
2024-01-26,7,6,6,0,,1
270,7,8,8,0,,1
2024-06-27,7,7,6,0,,1
80,4,2,5,1,3,
232,8,6,9,0,,1
2024-07-11,7,5,7,0,,1
2024-09-22,7,7,9,0,,1
20,6,7,6,1,8,
33,6,7,7,0,,1
2024-04-17,6,7,7,1,8,
69,6,6,10,0,,1
2024-01-27,7,7,5,0,,3
290,6,7,7,0,,1
2024-10-04,9,6,7,0,,1
149,9,6,6,0,,1
2024-10-08,9,7,6,0,,1
2024-08-17,8,5,7,0,,1
2024-10-30,8,6,9,0,,1
2024-04-08,8,5,7,0,,1
313,6,6,7,0,,1
2024-06-25,5,4,3,1,4,
2024-11-03,3,2,2,0,,3
2024-10-04,9,7,7,0,,1
99,6,6,7,1,9,
2024-02-01,9,9,6,0,,1
223,9,6,6,0,,1
291,8,6,6,0,,1
2024-02-29,8,9,9,1,8,
2024-05-31,9,6,6,0,,1
2024-07-31,7,7,5,0,,3
2024-08-31,8,6,9,0,,1
214,6,6,6,0,,1
344,7,8,9,0,,1
346,7,6,8,0,,1
2024-12-02,7,7,8,0,,1
278,8,6,8,1,9,
2024-01-19,6,9,6,0,,1
2024-12-18,6,9,6,0,,1
246,8,7,8,0,,1
175,6,8,9,0,,1
135,8,8,9,0,,1
152,7,8,10,0,,1
2024-12-22,10,9,8,0,,1
2024-08-16,6,7,7,1,6,
2024-03-15,8,7,9,0,,1
51,8,6,9,0,,1
2024-02-04,6,7,9,0,,1
19,8,6,9,0,,1
356,9,7,9,0,,1
2024-09-21,9,7,9,0,,1
2024-09-10,8,7,8,0,,1
109,8,9,7,0,,1
2024-06-01,6,7,6,0,,1
69,7,7,8,0,,1
2024-09-13,7,6,7,0,,1
340,8,8,8,0,,1
2024-07-22,6,5,6,0,,1
363,6,6,5,0,,1
108,10,9,10,0,,1
184,7,6,7,0,,1
232,8,7,8,0,,1
2024-09-01,6,4,5,0,,1
159,6,7,7,0,,1
65,7,8,7,0,,3
212,6,7,6,0,,1
2024-05-18,8,7,6,0,,1
2024-02-21,7,6,7,0,,1
207,5,3,2,1,3,
155,7,9,7,0,,1
2024-06-03,8,9,9,0,,1
2024-10-30,8,9,6,0,,1
2024-11-23,8,6,7,0,,1
359,10,10,10,0,,1
2024-03-26,8,6,8,0,,1
80,8,9,7,0,,1
2024-05-24,8,7,9,0,,1
2024-04-26,6,7,6,0,,1
2024-05-28,10,9,10,0,,1
2024-01-27,7,6,7,0,,1
52,8,9,8,0,,1
2024-06-30,3,3,3,1,3,
2024-01-22,7,8,6,0,,1
2024-10-21,7,6,8,0,,1
312,8,7,8,0,,1
2024-11-09,7,6,7,0,,1
266,8,7,8,0,,1
2024-01-26,7,6,8,0,,1
56,9,8,9,0,,1
2024-07-27,5,5,5,0,,3
142,3,4,3,1,5,
2024-03-26,8,6,8,0,,2
2024-12-30,9,7,8,0,,1
105,3,3,2,0,,2
163,9,8,9,0,,1
138,9,7,8,0,,1
199,8,7,8,0,,1
2024-08-04,4,3,4,1,4,
2024-05-01,8,7,8,0,,1
320,6,7,6,0,,2
2024-05-22,5,4,5,0,,3
2024-04-25,8,7,8,0,,1
2024-06-01,7,6,9,0,,1
51,8,7,7,0,,1
163,8,7,7,0,,1
299,8,9,7,0,,1
274,7,6,7,0,,1
109,6,5,5,1,4,
87,7,5,6,1,6,
2024-04-20,8,7,8,0,,1
288,6,5,6,0,,2
15,8,7,7,0,,1
308,8,8,7,0,,1
37,7,6,7,0,,1
2024-12-22,8,8,8,0,,1
2024-07-26,8,7,8,0,,1
336,9,7,8,0,,1
2024-11-23,8,6,6,0,,1
2024-09-22,9,8,9,0,,1
345,9,8,9,0,,1
2024-07-16,5,6,5,0,,3
2024-11-15,9,10,9,0,,1
273,9,10,9,0,,1
44,6,5,6,0,,1
2024-05-12,4,5,3,1,4,
2024-06-10,9,8,7,0,,1
48,7,8,7,0,,1
2024-04-30,6,5,6,0,,1
92,7,8,7,0,,1
102,5,6,5,0,,2
2024-08-20,4,5,6,1,4,
125,8,9,7,0,,1
2024-10-23,7,8,7,0,,1
2024-01-12,8,7,8,0,,1
2024-09-17,5,7,6,0,,2
175,6,7,5,0,,1
94,5,6,7,0,,1
2024-11-08,5,6,7,0,,1
2024-07-02,7,7,8,0,,1
343,9,9,8,0,,1
71,6,6,7,0,,1
57,4,4,3,0,,3
2024-03-12,6,7,7,0,,1
185,6,5,6,1,7,
2024-12-12,4,4,4,1,3,
2024-03-24,9,8,9,0,,1
107,7,6,8,0,,2
2024-10-13,6,5,6,0,,1
13,3,4,3,0,,3
2024-10-31,6,5,6,0,,1
22,8,7,7,0,,1
294,7,6,7,0,,1
309,6,5,5,1,6,
2024-10-24,9,8,9,0,,1
2024-07-13,6,5,6,0,,1
82,10,9,10,0,,1
190,7,5,6,0,,1
2024-12-06,8,8,7,0,,1
37,7,6,6,0,,1
2024-09-16,7,6,8,0,,1
2024-04-01,3,4,2,0,,3
2024-02-12,4,4,2,1,4,
302,7,7,8,0,,1
2024-10-19,8,6,7,0,,1
2024-07-09,7,6,7,0,,1
2024-03-13,8,7,8,0,,1
2024-06-07,9,7,8,0,,1
2024-07-28,6,6,7,0,,1
208,7,6,6,0,,1
